,dominant_topic,text
17741,hillary,@jpm05880 The Fed has been propping the US $$$ artificially 4 the Obama admin. They need 2 be investigated @realDonaldTrump @KellyannePolls
17742,trump,@realDonaldTrump @CNN Bakari is a pos.
17743,trump,The media has made it so as directed by the GOP! #VOTEBLUE #I'mwithher #NeverTrump #TurnCongressBlue https://t.co/tzyBrM5VMH
17744,trump,.@realDonaldTrump #FuckYouDonald  https://t.co/amxku3mDM7
17745,hillary,@CNN @jaketapper @CNNPolitics What absolute Diarrhea Jake! Some house stooge @juliettekayyem propping up Sloppy HRC!😂😂😂😂 @realDonaldTrump
17746,trump,Maybe not racist but IGNORANT hell ya https://t.co/FUbklNgy96
17747,trump,@HillaryClinton  https://t.co/oti5P8gJkz
17748,trump,@ChunkyTWshngtn @realDonaldTrump https://t.co/Wj88gAdCHK
17749,trump,.@realDonaldTrump #FuckYouDonald  https://t.co/5FHqfip6Dq
17750,hillary,@JasonRavnsborg @HillaryClinton @sdgop @justinamash she could not remember if she got security training thought it was a letter in soup
17751,trump,@realDonaldTrump https://t.co/JHIwSx8qtf
17752,hillary,Ok... People get that he's full of shit right? #trump #bullshit https://t.co/CPv18NGIak
17753,trump,@CNN and Elizabeth thinks @HillaryClinton  should? Hillary can't be trusted . She's bad for America! #emails #cellphone #neverhillary #trump
17754,trump,@mcspocky @realDonaldTrump just enjoys the crap out of lying! @SpeakerRyan @SenAlexander @SenateMajLdr @RepChuck https://t.co/s42TaFDkPx
17755,trump,.@realDonaldTrump #FuckYouDonald  https://t.co/nlduSaMAOI
17756,trump,@realDonaldTrump drop it like a hot potato on a wall?
17757,hillary,@TeamCavuto According to @HillaryClinton there were no lives lost in Libya and she's supposed to know more about foreign policies.
17758,trump,@FoxNews @realDonaldTrump @HillaryClinton And lots of lies and corruption!
17759,trump,@HillaryClinton like Congratulations on winning the #POTUS
17760,trump,#DonaldTrump helped create today's media environment https://t.co/lHqEvDodAp #VVS16 #vvs2016 #ValuesVoters  https://t.co/0Kgks2aqVP
17761,hillary,Low life scum bags!#VOTEBLUE #I'mwithher #NeverTrump #TurnCongressBlue #TurnSenateBlue #HILYES https://t.co/0Q7fTjhCTW
17762,hillary,"@BryanDawsonUSA   Lovely person, isn't she?  Pfft!  #NeverTrump always has ""the BEST people.""  Shoplifter, WelfareCheat...#GoAwayKatrina!"
17763,trump,Idea @realDonaldTrump is favorite candidate of ISIS absurd. After Bill's nuclear gift to Korea &amp; Obama's to Iran MRSC is their gal 100%
17764,trump,@JewhadiTM @HillaryClinton&gt;&gt;&gt;Do like I say don't do like I do? Hypocrite&lt;&lt;&lt; https://t.co/xxYSN9TtZt
17765,hillary,"Why did you help sell20%  U. S. Uranium to Russia's Uranium One? 
#CrookedHillary https://t.co/Cy1vn2oE00"
17766,hillary,@ANGELOo2112 @missy_trj @xanderlane @MSNBCPR @GovGaryJohnson  #Clinton is for big government. #Trump is for big government. #WakeUpAmerica
17767,hillary,"@realDonaldTrump says Love, charity and faith r the values that built this country. No acknowledgement at all of those whose land was stolen"
17768,hillary,.@realDonaldTrump What the Hell just happened on @CNN? Did a woman (Julia) just summarize what happened in Billary's security briefing?
17769,trump,"I'll take ""Dipshits"" for $1000 Alex. @realDonaldTrump @SpeakerRyan  @Reince @seanhannity @oreillyfactor https://t.co/QUL7PzOW35"
17770,trump,.@realDonaldTrump #FuckYouDonald  https://t.co/7uQyMT1705
17771,hillary,"CONGRATULATION @realDonaldTrump U are THE USA NEW PRESIDENT, NO MORE CLINTONS, CURRUPTION ☆☆Thank GOD https://t.co/bDnzczMs5m"
17772,trump,"@Jenn_Abrams #DonaldTrump @ReignsFreedom @inmatemd  @bfraser747 @downbyseashore @SEC_SAM @kallaue
@trump2016fan #Nigel_Farage  #PamelaGeller"
17773,trump,@realDonaldTrump @HillaryClinton https://t.co/EshwpWDYGF
17774,hillary,@stickyfacts @JudgeJeanine @seanhannity @HillaryClinton #FLGop #VA #Fl #OH #PA #NC #KY #MO #TXGop #PAGop #OHGop #NCGop #TX  #IAGop #SC #TN.
17775,hillary,@HillaryClinton was never qualified to hold public office. Murdered JFKjr to get into Senate. Bought Obama for Sec of State.
17776,hillary,"@HillaryClinton We have had 8 yrs of Corruption, Trump wasn't involved in any of IT! WRONG! https://t.co/fHDz63InK7"
17777,trump,"Liberals, politically correct and ""tolerant"" loudmouths are the most hypocritical of all. https://t.co/GFsExyxQwJ"
17778,trump,"@yvonnewingett @AZGOP Trumperteers just Trump Punked wanted ""NO PAY"" @realDonaldTrump birther staffers wanted https://t.co/dKXziMevuT"
17779,hillary,Americans need to demand the e-mails/chains the FBI/Comey gave to @POTUS that were found on @HillaryClinton illegal server-proving BHO knew!
17780,hillary,"The press &amp; the govt. give #DonaldTrump a free pass. Where is the accountability? Produce tax returns or, drop out. https://t.co/5u9cQghAfl"
17781,trump,I have a thrill up my leg in anticipation also 😜 https://t.co/v2Fbq4gBl0
17782,trump,.@realDonaldTrump #FuckYouDonald  https://t.co/ylKUZteJyF
17783,hillary,"PS.As w/so much, Obama's response to #StandingRock #NoDAPL ain't perfect, but it's pretty darn good. I expect the same fr #Hillary. Whereas+"
17784,trump,"@mms5048 @TPM so #Trump knows more than generals, has worked in TV and didn't know Russian link OH PLEASE! STOP THE MADNESS!"
17785,hillary,Isn't there something in the Bible about worshipping mammon? That's Trump's entire life. Nothing godly about him. https://t.co/urECkJOCQc
17786,hillary,@CNN drinking Hillary Obama koolaide. Sad I can't turn to you all for the news as you're all a bunch of biased clown asses. #neverhillary
17787,trump,@realDonaldTrump  https://t.co/pP3MHfcGB5
17788,trump,.@realDonaldTrump #FuckYouDonald  https://t.co/mZsdxGLlNN
17789,trump,We don’t give a shit about Pence’s returns. Show us @realDonaldTrump ‘s tax returns! https://t.co/y5oqxXGhwR
17790,trump,"If you vote for the America Trump wants but despised the movie Equilibrium, you should rethink your decision. #nevertrump"
17791,trump,"It's obvious what @realDonaldTrump has to say about N. Dakota Pipeline,but why is @HillaryClinton silent about it? Is she tacitly approving?"
17792,trump,@realDonaldTrump @DanScavino I Loved what the Veteran said . God Bless Our Vets .
17793,trump,#TrumpAndRape #TrumpRapeCases https://t.co/bVw71IV4CA
17794,trump,One of my favorite quotes.  #quote #MAGA https://t.co/ZVDmgMpcvY
17795,hillary,@HillaryClinton @ChelseaClinton I've have friends like you Hillary. I keep my hand on my wallet when they're around
17796,trump,@realDonaldTrump  No acknowledgement at all of races of people that were obliterated.
17797,trump,.@realDonaldTrump #FuckYouDonald  https://t.co/wndMiiIRy4
17798,trump,"@kardamylaxios @Thomas1774Paine yeah her knowing what to say is really working.#NeverHillary #loser #lockemup 

#MAGA 
#Trump"
17799,trump,@HillaryClinton #NeverForgetBenghazi https://t.co/2J6qkXQUGp
17800,hillary,"+try to imagine a #DonaldTrump Dept of Justice--after you imagine a Trump DoJ at all--taking this action. I can imagine a lot, but no."
17801,trump,@DixieKammeyer @FoxNews @realDonaldTrump @HillaryClinton Trump is according to himself. He must have read Clintons true intentions.
17802,hillary,Very glad to see you take on big mouth @angela_rye who keeps working against the Advancement of Colored People https://t.co/ey9zsp7ykZ
17803,trump,@HillaryClinton @tnfortrump @cnn @cbs @nbc @senategop @SenateDems @abc @pbs  Just when u cannot dislike her anymore.....all usa feeling this
17804,hillary,"According to LA Times/USC Tracking poll National head to head poll (September 2-8)
#HillaryClinton leads #DonaldTrump 45%-44%

Hillary +1"
17805,hillary,"@assbott @HillaryClinton 

What is your stupid video supposed to shw/prove"
17806,hillary,"#neverhillary how evil is she to support the very people caused 9/11 https://t.co/28iDiRbj2D She toured the site, where is her patriotism?"
17807,trump,@HillaryClinton American Voter message on Nov 8th will be Trump congrats on becoming next POTUS your message from US go to a nursing  home
17808,hillary,@stickyfacts @RepStevenSmith  @HillaryClinton #FLGop #VA #Fl #OH #PA #CA #NC #KY #AL #MO #TXGop #PAGop #OHGop #NCGop #TX #IAGop #SC #TN.
17809,trump,"@nyokajungle @FoxNews @realDonaldTrump And you are entitled to believe that, as others are entitled otherwise."
17810,trump,"@nyokajungle @FoxNews @realDonaldTrump And you are entitled to believe that, as others are entitled otherwise."
17811,trump,@realDonaldTrump @hillaryclinton Right to vote means little unless we have the right to know who we can vote for. Let #Jill into the debate
17812,trump,@KellyannePolls @foxandfriends @realDonaldTrump is a racist bigot misogynist xenophobic narcissist! Is this how his supporters view him?
17813,hillary,"@HillaryClinton Yes we will all be voting for Mr Trump because he Loves our country and will #MAGA
#VoteTrumpPence2016"
17814,trump,Latinos pleading for Trump to save them from Democrats now you won't see that on @MSNBC #MakeAmericaGreatAgain #MAGA https://t.co/doB2Dz7Khd
17815,trump,@LynnePatton @KatrinaPierson @LaraLeaTrump @OMAROSA @DiamondandSilk @realDonaldTrump @TeamTrump  @KellyannePolls @ohiogop  Thank You!
17816,hillary,@realDonaldTrump he was fired for bringing garbage into mexico
17817,hillary,"@HillaryClinton You've NEVER WON AT ANYTHING, Yes You've MOVED up. UNFORTUNATELY ITS OVER FOR SLICK DICK AND YOU. 🇺🇸🇺🇸VOTE👍🏽TRUMP🇺🇸🇺🇸"
17818,hillary,"Epic speech by @realDonaldTrump at Value Voters -interesting to note  ""MOSES was a Master Builder chosen by GOD-to lead his people""#MAGA !!"
17819,trump,"If the US ever goes to war with Russia, do you want E. Warren &amp; H Clinton in the war room or @realDonaldTrump &amp; Giuliani?"
17820,trump,#TrumpAndRape #TrumpRapeCases https://t.co/1xkBXJ7caU
17821,hillary,@HillaryClinton I agree. He WON the election!😀✌😍😋
17822,hillary,@jim72182 @HillaryClinton @Isikoff @realDonaldTrump He has done nothing Corrupt in his campaign we are talking about 8 yrs of it! Get real!
17823,hillary,@POTUS ?? @HillaryClinton ??? https://t.co/BgulNGONeC
17824,trump,.@realDonaldTrump #FuckYouDonald  https://t.co/mdLXgP20Gb
17825,trump,@MrBeak12 @Boston_Bias_22 @realDonaldTrump @CNN you have forgotten his bankrupt casinos??
17826,hillary,@realDonaldTrump Brain is full of BullShit!! Never can he be POTUS NEVER These is a Plan by Koch GOP Goverment To Destroy R Nation No More
17827,trump,@realDonaldTrump  No acknowledgement at all of the people who were enslaved to build it.
17828,hillary,"Putin's 82 % approval = Students giving #TrumpUniversity a 98 %. Take it again, w/out guns to the head. #ImWithHer https://t.co/0IbSihBF6Z"
17829,hillary,Agreed. https://t.co/nohWTfXCHS
17830,trump,"#Trump in 2016 Temp:Crab Orchard, Ky."":87.6°F Wind:0.0mph Pressure: 30.03hpa Falling slowly Rain Today 0.00in.  Forecast: Showery, becoming"
17831,trump,"@TeamTrump @realDonaldTrump awesome-Clinton is searching for more-Trump is the best for the USA! Militarily, Economically and Religiously!"
17832,trump,@HillaryClinton https://t.co/e6VmklNYHh
17833,hillary,"@MagicRoyalty @HillaryClinton 

What do they have to lose?  Everything."
17834,trump,"Vote for Donald Trump to preserve your right to be an uneducated, uninformed idiot #TrumpPence16 #MAGA #Trump2016"
17835,trump,"Benedict Trump's PDA for Mussolini Putin so Tokyo Rose.
#DMRegister #KCCINews 
#TerryBranstad #joniernst  #Trump https://t.co/9zum7g0TDr"
17836,trump,#Donaldtrump #hillaryclinton #berniesanders  #politics #gop #democrats #republicans #socialists #2016presidential https://t.co/mCjOiT4TMm
17837,hillary,"https://t.co/lg7NqzUYRi @realDonaldTrump 
@HillaryClinton UNFIT Mentally &amp; 
Physically To Be POTUS She's Unhinged
From Possible Drug Use RT"
17838,trump,@FoxNews @realDonaldTrump it always sounds so natural when @realDonaldTrump quotes scripture. https://t.co/Wx6oT6gdjO
17839,trump,#DesdeMexicoTeDigo chinga a tu #Madre @realDonaldTrump
17840,hillary,@stickyfacts @jturnershow @angela_rye @HillaryClinton #FLGop #VA #Fl #OH #PA #CA #NC #KY #MO #TXGop #PAGop #OHGop #NCGop #TX #IAGop #SC #TN.
17841,trump,Nice guy!#VOTEBLUE #I'mwithher #NeverTrump https://t.co/16gdPRt47A
17842,trump,@Darren32895836 @tnfortrump @HillaryClinton u br a hateful B.....
17843,trump,"@DanieLynn15 #DonaldTrump @ReignsFreedom @kallaue @bfraser747 @downbyseashore @SEC_SAM 
@trump2016fan #Nigel_Farage  #PamelaGeller #MAGA"
17844,trump,A breathtaking swing in Putin’s popularity among #Republicans since #Trump won primary; the #GOP has collapsed..#DNC https://t.co/Lb8cM9GS6M
17845,trump,"@GroverNorquist I couldn't have said it better, he's an idiot #ImWithHer"
17846,trump,I keep seeing #Trump lawn signs and bumper stickers on pickup trucks. (Always pickup trucks – no cars.) Clinton? Nowhere – not one. Nada.
17847,hillary,@HillaryClinton What was in your ear at the forum?
17848,hillary,Been here a week &amp; thought I finally saw a @HillaryClinton sign but as I got closer it said for prison. They spelled PRESIDENT wrong!
17849,trump,@realDonaldTrump @CNN you always mad when things don't go your way. Man up Donald J Trump
17850,hillary,"@KatyTurNBC @HallieJackson @kwelkernbc @DanaPerino @mitchellreports @DanaBashCNN 
Hillary is a crotch cricket. Truth https://t.co/n08O7Hppa6"
17851,trump,@FoxNews @realDonaldTrump @mike_pence @SpeakerRyan @SenateMajLdr https://t.co/5VZFbm8KfK
17852,trump,@realDonaldTrump @USA_with_Trump @CNN NOONE watches them anymore!
17853,trump,@USAneedsTRUMP @HillaryClinton @YahooNews Great idea! Lets Do IT!! We would have a wall completely around the US in no time!!
17854,trump,"@kinni00 @peaceandjoy101 @realDonaldTrump Needs to calmly push her buttons at the debate, make her go off or vapor lock while being calm."
17855,hillary,"Total silence from @HillaryClinton about the N. Dakota pipeline. I can only wonder, can we really trust her with #ClimateChange crisis?"
17856,hillary,@HillaryClinton also given huge responsibility as First Lady to redo national healthcare. Lost millions with that huge disaster. #NoHillary
17857,hillary,@MOVEFORWARDHUGE @CCCINNC @HillaryClinton
17858,hillary,"@joshuapittman @HillaryClinton @vine 

Just keep that plastic bag over head and take a sip nitrogen ."
17859,hillary,#neverhillary never got ELECTED to be Secretary of State. She &amp; Obama were enemies. What gives?  Pay4Play?Where are Obamas Swiss accounts?
17860,trump,"Don't know why there's two 5's

#FridayFunnies
#UniteBlue #tcot 
#DumpTrump #Dfump https://t.co/nGbUXJzWbt"
17861,hillary,Just heard the most Presidential speech from @realDonaldTrump yet. Check it out on our FB page! https://t.co/2kFwBiGefp #VVS16
17862,hillary,Ummm it's #CrookedHillary who helped sell 20% of US Uranium to Russia's Uranium One.  What do you want WWIII? https://t.co/aQcgI4xB2E
17863,trump,Nø disrespect tø @HillaryClinton First Lady President cøøl but that aside u haven't døne nøthing tø catch the future øf America's attentiøn
17864,hillary,DEMS EAT THEIR OWN IF NEEDED! @HillaryClinton @timkaine @AfAmDemocrats @DNCLatinos @TheDemocrats NO MORE CURRUPTION https://t.co/C0r4OTTUF5
17865,trump,@realDonaldTrump I have been waiting to get tickets for this event for two months ... Not they say it is not even going to happen????
17866,trump,Thank you @pbump for sharing. Super important to show this number! @POTUS @HillaryClinton https://t.co/UtOpMlsQCA
17867,hillary,@assbott @HillaryClinton @SenSanders What are you talking about I have not murdered anyone or maybe I have And do not know it. Enlighten me
17868,hillary,@stickyfacts @oceanbcake @HillaryClinton #FLGop #VA #Fl #OH #PA #CA #NC #IA #MI #KY #AL #MO #TXGop #PAGop #OHGop #NCGop #TX #IAGop #SC #TN.
17869,hillary,Where is #Trump when the REAL Americans need him?!? This is something that candidates should be standing up against. https://t.co/9niv0ZLV55
17870,trump,"@skropf47 @realDonaldTrump @HillaryClinton @Bakari_Sellers @postandcourier 

GO BAKARI !!!!! https://t.co/xRJpZZcHEJ"
17871,hillary,"@puppymnkey @mcuban @IFlipTrips Under #Trump more blacks will have a good paying jobs, so less less foodstamps, less crimes. Thanks"
17872,trump,"@RiskyLiberal @Jillsey11 @realDonaldTrump Maybe he wants the job so he can ensure we have massive inflation, thus making debt easier to cope"
17873,trump,@realDonaldTrump @CNN  24/7tell your reps not to even go on their show they are so rude they are not a news station but a Clinton ass kisser
17874,hillary,@realDonaldTrump Land of the Free and Home of the Brave .. No constitution!! no country!! Survival of the War on the RichMost bullets Wins
17875,hillary,FACISM COMES FROM LIBERALISM ANDREW  https://t.co/2BMq95VcQN
17876,trump,@realDonaldTrump Fuck you dipshit!
17877,hillary,@KatherineArabis Why? Republican spin machine doles out conspiracy theories like a bubble machine @davidaxelrod @HillaryClinton
17878,hillary,@realDonaldTrump calling those who are not voting for her racists is a new low in American politics EVEN for  @HillaryClinton and Bill. WOW!
